-56.3,-68.29,-127.56,139.76,83.71,116.22
-56.5,-68.19,-127.57,139.78,83.8,116.03
-56.65,-68.1,-127.47,140.38,83.88,116.5
-56.81,-68.05,-127.36,140.85,83.83,116.83
-56.9,-68,-127.24,141.53,83.87,117.33
-57.11,-67.98,-127.07,141.68,83.86,117.29
-57.19,-67.98,-126.9,141.53,83.94,116.99
-57.24,-68.04,-126.86,142.05,83.96,117.43
-57.32,-68.05,-126.78,141.84,83.93,117.08
-57.27,-68.01,-126.91,141.86,83.84,117
-57.22,-68.06,-126.96,141.16,83.84,116.18
-57.19,-67.99,-126.93,140.9,83.86,115.83
-57.24,-67.95,-126.8,141.15,83.88,116.17
-57.22,-67.93,-126.75,141.14,83.8,116.06
-57.24,-67.98,-126.76,142.38,84,117.02
-57.32,-68.12,-126.58,154.23,83.91,130.82
-57.18,-68.21,-126.56,149.02,83.02,127.79
-57.18,-68.14,-126.73,150.71,82.61,132.6
-57.42,-68.14,-126.67,140.85,80.43,128.45
-57.86,-67.95,-126.72,130.07,77.98,126.28
-58.56,-67.8,-126.38,119.24,77.5,130.36
-58.66,-67.56,-126.61,90.92,78.49,115.48
-58.99,-67.28,-126.7,47.09,77.3,85.31
-59.07,-66.99,-126.52,26.45,67.71,72.02
-58.77,-66.52,-126.84,18.63,59.05,70
-58.9,-65.86,-127.52,11.85,51.88,69.68
-59.76,-65.39,-128.13,15.28,49.37,74.67
-59.83,-65.21,-128.4,17.22,50.83,75.91
-58.99,-65.92,-127.81,16.83,51.78,74.44
-57.06,-66.89,-128.29,14.8,53.36,71.69
-56.77,-67.23,-128.79,15.11,54.35,70.87
-57.81,-67.38,-128.06,15.39,55.34,70.42
-58.33,-67.32,-126.68,15.17,56.18,69.71
-58.54,-67.34,-125.88,15.26,56.59,69.44
-58.53,-67.27,-125.52,16.37,56.08,69.96
-58.5,-67.04,-125.12,17.23,55.72,70.19
-58.42,-66.69,-124.65,17.56,55.57,69.81
-58.11,-66.41,-124.54,17.8,55.88,69.34
-57.88,-66.38,-124.53,18.05,56.18,68.84
-57.54,-66.58,-124.46,18.08,56.44,68.26
